country,iso3,who_region,month_start,month_lab,cases,deaths
Canada,CAN,AMRO,2023/10/1,2023-10,3,0
Canada,CAN,AMRO,2023/11/1,2023-11,7,0
Canada,CAN,AMRO,2023/12/1,2023-12,3,0
Canada,CAN,AMRO,2024/1/1,2024-01,8,0
Canada,CAN,AMRO,2024/2/1,2024-02,24,0
Canada,CAN,AMRO,2024/3/1,2024-03,12,0
Canada,CAN,AMRO,2024/4/1,2024-04,14,0
Canada,CAN,AMRO,2024/5/1,2024-05,22,0
Canada,CAN,AMRO,2024/6/1,2024-06,29,0
Canada,CAN,AMRO,2024/7/1,2024-07,66,0
Canada,CAN,AMRO,2024/8/1,2024-08,63,0
Canada,CAN,AMRO,2024/9/1,2024-09,17,0
Central African Republic,CAF,AFRO,2022/1/1,2022-01,5,0
Central African Republic,CAF,AFRO,2022/2/1,2022-02,7,0
Central African Republic,CAF,AFRO,2022/3/1,2022-03,6,0
Central African Republic,CAF,AFRO,2022/4/1,2022-04,1,0
Central African Republic,CAF,AFRO,2022/5/1,2022-05,0,0
Central African Republic,CAF,AFRO,2022/6/1,2022-06,0,0
Central African Republic,CAF,AFRO,2022/7/1,2022-07,3,0
Central African Republic,CAF,AFRO,2022/8/1,2022-08,1,0
Central African Republic,CAF,AFRO,2022/9/1,2022-09,2,0
Central African Republic,CAF,AFRO,2022/10/1,2022-10,3,0
Central African Republic,CAF,AFRO,2022/11/1,2022-11,0,0
Central African Republic,CAF,AFRO,2022/12/1,2022-12,2,0
Central African Republic,CAF,AFRO,2023/1/1,2023-01,7,0
Central African Republic,CAF,AFRO,2023/2/1,2023-02,4,1
Central African Republic,CAF,AFRO,2023/3/1,2023-03,4,0
Central African Republic,CAF,AFRO,2023/4/1,2023-04,0,0
Central African Republic,CAF,AFRO,2023/5/1,2023-05,0,0
Central African Republic,CAF,AFRO,2023/6/1,2023-06,0,0
Central African Republic,CAF,AFRO,2023/7/1,2023-07,0,0
Central African Republic,CAF,AFRO,2023/8/1,2023-08,0,0
Central African Republic,CAF,AFRO,2023/9/1,2023-09,0,0
Central African Republic,CAF,AFRO,2023/10/1,2023-10,0,0
Central African Republic,CAF,AFRO,2023/11/1,2023-11,0,0
Central African Republic,CAF,AFRO,2023/12/1,2023-12,2,0
Central African Republic,CAF,AFRO,2024/1/1,2024-01,5,0
Central African Republic,CAF,AFRO,2024/2/1,2024-02,9,0
Central African Republic,CAF,AFRO,2024/3/1,2024-03,4,0
Central African Republic,CAF,AFRO,2024/4/1,2024-04,1,0
Central African Republic,CAF,AFRO,2024/5/1,2024-05,0,0
Central African Republic,CAF,AFRO,2024/6/1,2024-06,5,0
Central African Republic,CAF,AFRO,2024/7/1,2024-07,17,1
Central African Republic,CAF,AFRO,2024/8/1,2024-08,6,0
Central African Republic,CAF,AFRO,2024/9/1,2024-09,10,0
Chile,CHL,AMRO,2022/5/1,2022-05,1,0
Chile,CHL,AMRO,2022/6/1,2022-06,19,0
Chile,CHL,AMRO,2022/7/1,2022-07,96,0
Chile,CHL,AMRO,2022/8/1,2022-08,518,0
Chile,CHL,AMRO,2022/9/1,2022-09,410,0
Chile,CHL,AMRO,2022/10/1,2022-10,171,0
Chile,CHL,AMRO,2022/11/1,2022-11,144,2
Chile,CHL,AMRO,2022/12/1,2022-12,41,0
Chile,CHL,AMRO,2023/1/1,2023-01,31,0
Chile,CHL,AMRO,2023/2/1,2023-02,13,0
Chile,CHL,AMRO,2023/3/1,2023-03,1,0
Chile,CHL,AMRO,2023/4/1,2023-04,1,0
Chile,CHL,AMRO,2023/5/1,2023-05,0,1
Chile,CHL,AMRO,2023/6/1,2023-06,0,0
Chile,CHL,AMRO,2023/7/1,2023-07,0,0
Chile,CHL,AMRO,2023/8/1,2023-08,2,0
Chile,CHL,AMRO,2023/9/1,2023-09,1,0
Chile,CHL,AMRO,2023/10/1,2023-10,3,0
Chile,CHL,AMRO,2023/11/1,2023-11,1,0
Chile,CHL,AMRO,2023/12/1,2023-12,1,0
Chile,CHL,AMRO,2024/1/1,2024-01,1,0
Chile,CHL,AMRO,2024/2/1,2024-02,3,0
Chile,CHL,AMRO,2024/3/1,2024-03,2,0
Chile,CHL,AMRO,2024/4/1,2024-04,0,0
Chile,CHL,AMRO,2024/5/1,2024-05,0,0
Chile,CHL,AMRO,2024/6/1,2024-06,0,0
Chile,CHL,AMRO,2024/7/1,2024-07,1,0
Chile,CHL,AMRO,2024/8/1,2024-08,1,0
Chile,CHL,AMRO,2024/9/1,2024-09,2,0
China,CHN,WPRO,2022/6/1,2022-06,1,0
China,CHN,WPRO,2022/7/1,2022-07,1,0
China,CHN,WPRO,2022/8/1,2022-08,1,0
China,CHN,WPRO,2022/9/1,2022-09,2,0
China,CHN,WPRO,2022/10/1,2022-10,1,0
China,CHN,WPRO,2023/2/1,2023-02,2,0
China,CHN,WPRO,2023/3/1,2023-03,16,0
China,CHN,WPRO,2023/4/1,2023-04,31,0
China,CHN,WPRO,2023/5/1,2023-05,81,0
China,CHN,WPRO,2023/6/1,2023-06,54,0
China,CHN,WPRO,2023/7/1,2023-07,191,0
China,CHN,WPRO,2023/8/1,2023-08,546,0
China,CHN,WPRO,2023/9/1,2023-09,867,0
China,CHN,WPRO,2023/10/1,2023-10,141,0
China,CHN,WPRO,2023/11/1,2023-11,89,0
China,CHN,WPRO,2023/12/1,2023-12,103,0
China,CHN,WPRO,2024/1/1,2024-01,100,0
China,CHN,WPRO,2024/2/1,2024-02,73,0
China,CHN,WPRO,2024/3/1,2024-03,54,0
China,CHN,WPRO,2024/4/1,2024-04,42,0
China,CHN,WPRO,2024/5/1,2024-05,57,0
China,CHN,WPRO,2024/6/1,2024-06,58,0
China,CHN,WPRO,2024/7/1,2024-07,56,1
China,CHN,WPRO,2024/8/1,2024-08,63,0
China,CHN,WPRO,2024/9/1,2024-09,28,0
Colombia,COL,AMRO,2022/5/1,2022-05,2,0
Colombia,COL,AMRO,2022/6/1,2022-06,4,0
Colombia,COL,AMRO,2022/7/1,2022-07,57,0
Colombia,COL,AMRO,2022/8/1,2022-08,1476,0
Colombia,COL,AMRO,2022/9/1,2022-09,1526,0
Colombia,COL,AMRO,2022/10/1,2022-10,674,0
Colombia,COL,AMRO,2022/11/1,2022-11,263,0
Colombia,COL,AMRO,2022/12/1,2022-12,57,0
Colombia,COL,AMRO,2023/1/1,2023-01,21,0
Colombia,COL,AMRO,2023/2/1,2023-02,8,0
Colombia,COL,AMRO,2023/3/1,2023-03,1,0
Colombia,COL,AMRO,2023/4/1,2023-04,0,0
Colombia,COL,AMRO,2023/5/1,2023-05,2,0
Colombia,COL,AMRO,2023/6/1,2023-06,0,0
Colombia,COL,AMRO,2023/7/1,2023-07,1,0
Colombia,COL,AMRO,2023/8/1,2023-08,5,0
Colombia,COL,AMRO,2023/9/1,2023-09,2,0
Colombia,COL,AMRO,2023/10/1,2023-10,15,0
Colombia,COL,AMRO,2023/11/1,2023-11,10,0
Colombia,COL,AMRO,2023/12/1,2023-12,24,0
Colombia,COL,AMRO,2024/1/1,2024-01,40,0
Colombia,COL,AMRO,2024/2/1,2024-02,15,0
Colombia,COL,AMRO,2024/3/1,2024-03,13,0
Colombia,COL,AMRO,2024/4/1,2024-04,24,0
Colombia,COL,AMRO,2024/5/1,2024-05,4,0
Colombia,COL,AMRO,2024/6/1,2024-06,8,0
Colombia,COL,AMRO,2024/7/1,2024-07,10,0
Colombia,COL,AMRO,2024/8/1,2024-08,7,0
Colombia,COL,AMRO,2024/9/1,2024-09,0,0
Congo,COG,AFRO,2022/1/1,2022-01,0,0
Congo,COG,AFRO,2022/2/1,2022-02,0,0
Congo,COG,AFRO,2022/3/1,2022-03,0,0
Congo,COG,AFRO,2022/4/1,2022-04,2,0
Congo,COG,AFRO,2022/5/1,2022-05,0,0
Congo,COG,AFRO,2022/6/1,2022-06,0,0
Congo,COG,AFRO,2022/7/1,2022-07,0,0
Congo,COG,AFRO,2022/8/1,2022-08,1,0
Congo,COG,AFRO,2022/9/1,2022-09,2,0
Congo,COG,AFRO,2022/10/1,2022-10,0,0
Congo,COG,AFRO,2022/11/1,2022-11,0,0
Congo,COG,AFRO,2022/12/1,2022-12,0,0
Congo,COG,AFRO,2023/1/1,2023-01,0,0
Congo,COG,AFRO,2023/2/1,2023-02,0,0
Congo,COG,AFRO,2023/3/1,2023-03,0,0
Congo,COG,AFRO,2023/4/1,2023-04,0,0
Congo,COG,AFRO,2023/5/1,2023-05,0,0
Congo,COG,AFRO,2023/6/1,2023-06,0,0
Congo,COG,AFRO,2023/7/1,2023-07,0,0
Congo,COG,AFRO,2023/8/1,2023-08,7,0
Congo,COG,AFRO,2023/9/1,2023-09,6,0
Congo,COG,AFRO,2023/10/1,2023-10,7,2
Congo,COG,AFRO,2023/11/1,2023-11,1,0
Congo,COG,AFRO,2023/12/1,2023-12,0,0
Congo,COG,AFRO,2024/1/1,2024-01,4,0
Congo,COG,AFRO,2024/2/1,2024-02,7,0
Congo,COG,AFRO,2024/3/1,2024-03,8,0
Congo,COG,AFRO,2024/4/1,2024-04,0,0
Congo,COG,AFRO,2024/5/1,2024-05,0,0
Congo,COG,AFRO,2024/6/1,2024-06,0,0
Congo,COG,AFRO,2024/7/1,2024-07,0,0
Congo,COG,AFRO,2024/8/1,2024-08,2,0
Congo,COG,AFRO,2024/9/1,2024-09,1,0
Costa Rica,CRI,AMRO,2022/7/1,2022-07,2,0
Costa Rica,CRI,AMRO,2022/8/1,2022-08,0,0
Costa Rica,CRI,AMRO,2022/9/1,2022-09,3,0
Costa Rica,CRI,AMRO,2022/10/1,2022-10,9,0
Costa Rica,CRI,AMRO,2022/11/1,2022-11,35,0
Costa Rica,CRI,AMRO,2022/12/1,2022-12,53,0
Costa Rica,CRI,AMRO,2023/1/1,2023-01,75,1
Costa Rica,CRI,AMRO,2023/2/1,2023-02,32,0
Costa Rica,CRI,AMRO,2023/3/1,2023-03,9,0
Costa Rica,CRI,AMRO,2023/4/1,2023-04,4,0
Costa Rica,CRI,AMRO,2023/5/1,2023-05,0,0
Costa Rica,CRI,AMRO,2023/6/1,2023-06,0,0
Costa Rica,CRI,AMRO,2023/7/1,2023-07,1,0
Costa Rica,CRI,AMRO,2023/8/1,2023-08,0,0
Costa Rica,CRI,AMRO,2023/9/1,2023-09,0,0
Costa Rica,CRI,AMRO,2023/10/1,2023-10,1,0
Costa Rica,CRI,AMRO,2023/11/1,2023-11,0,0
Costa Rica,CRI,AMRO,2023/12/1,2023-12,0,0
Costa Rica,CRI,AMRO,2024/1/1,2024-01,0,0
Costa Rica,CRI,AMRO,2024/2/1,2024-02,0,0
Costa Rica,CRI,AMRO,2024/3/1,2024-03,1,0
Costa Rica,CRI,AMRO,2024/4/1,2024-04,0,0
Costa Rica,CRI,AMRO,2024/5/1,2024-05,0,0
Costa Rica,CRI,AMRO,2024/6/1,2024-06,0,0
Costa Rica,CRI,AMRO,2024/7/1,2024-07,0,0
Costa Rica,CRI,AMRO,2024/8/1,2024-08,0,0
Costa Rica,CRI,AMRO,2024/9/1,2024-09,0,0
Croatia,HRV,EURO,2022/6/1,2022-06,1,0
Croatia,HRV,EURO,2022/7/1,2022-07,10,0
Croatia,HRV,EURO,2022/8/1,2022-08,15,0
Croatia,HRV,EURO,2022/9/1,2022-09,3,0
Croatia,HRV,EURO,2022/10/1,2022-10,0,0
Croatia,HRV,EURO,2022/11/1,2022-11,0,0
Croatia,HRV,EURO,2022/12/1,2022-12,0,0
Croatia,HRV,EURO,2023/1/1,2023-01,4,0
Croatia,HRV,EURO,2023/2/1,2023-02,0,0
Croatia,HRV,EURO,2023/3/1,2023-03,0,0
Croatia,HRV,EURO,2023/4/1,2023-04,0,0
Croatia,HRV,EURO,2023/5/1,2023-05,0,0
Croatia,HRV,EURO,2023/6/1,2023-06,0,0
Croatia,HRV,EURO,2023/7/1,2023-07,0,0
Croatia,HRV,EURO,2023/8/1,2023-08,0,0
Croatia,HRV,EURO,2023/9/1,2023-09,0,0
Croatia,HRV,EURO,2023/10/1,2023-10,0,0
Croatia,HRV,EURO,2023/11/1,2023-11,0,0
Croatia,HRV,EURO,2023/12/1,2023-12,0,0
Croatia,HRV,EURO,2024/1/1,2024-01,0,0
Croatia,HRV,EURO,2024/2/1,2024-02,0,0
Croatia,HRV,EURO,2024/3/1,2024-03,0,0
Croatia,HRV,EURO,2024/4/1,2024-04,1,0
Croatia,HRV,EURO,2024/5/1,2024-05,0,0
Croatia,HRV,EURO,2024/6/1,2024-06,0,0
Croatia,HRV,EURO,2024/7/1,2024-07,0,0
Croatia,HRV,EURO,2024/8/1,2024-08,0,0
Croatia,HRV,EURO,2024/9/1,2024-09,0,0
Cuba,CUB,AMRO,2022/8/1,2022-08,2,1
Cuba,CUB,AMRO,2022/9/1,2022-09,1,0
Cuba,CUB,AMRO,2022/10/1,2022-10,1,0
Cuba,CUB,AMRO,2022/11/1,2022-11,4,0
Cuba,CUB,AMRO,2022/12/1,2022-12,0,0
Cuba,CUB,AMRO,2023/1/1,2023-01,0,0
Cuba,CUB,AMRO,2023/2/1,2023-02,0,0
Cuba,CUB,AMRO,2023/3/1,2023-03,0,0
Cuba,CUB,AMRO,2023/4/1,2023-04,0,0
Cuba,CUB,AMRO,2023/5/1,2023-05,0,0
Cuba,CUB,AMRO,2023/6/1,2023-06,0,0
Cuba,CUB,AMRO,2023/7/1,2023-07,0,0
Cuba,CUB,AMRO,2023/8/1,2023-08,0,0
Cuba,CUB,AMRO,2023/9/1,2023-09,0,0
Cuba,CUB,AMRO,2023/10/1,2023-10,0,0
Cuba,CUB,AMRO,2023/11/1,2023-11,0,0
Cuba,CUB,AMRO,2023/12/1,2023-12,0,0
Cuba,CUB,AMRO,2024/1/1,2024-01,0,0
Cuba,CUB,AMRO,2024/2/1,2024-02,0,0
Cuba,CUB,AMRO,2024/3/1,2024-03,0,0
Cuba,CUB,AMRO,2024/4/1,2024-04,0,0
Cuba,CUB,AMRO,2024/5/1,2024-05,0,0
Cuba,CUB,AMRO,2024/6/1,2024-06,0,0
Cuba,CUB,AMRO,2024/7/1,2024-07,0,0
Cuba,CUB,AMRO,2024/8/1,2024-08,0,0
Cuba,CUB,AMRO,2024/9/1,2024-09,0,0
Curaçao,CUW,AMRO,2022/8/1,2022-08,1,0
Curaçao,CUW,AMRO,2022/9/1,2022-09,2,0
Curaçao,CUW,AMRO,2022/10/1,2022-10,0,0
Curaçao,CUW,AMRO,2022/11/1,2022-11,0,0
Curaçao,CUW,AMRO,2022/12/1,2022-12,0,0
Curaçao,CUW,AMRO,2023/1/1,2023-01,0,0
Curaçao,CUW,AMRO,2023/2/1,2023-02,0,0
Curaçao,CUW,AMRO,2023/3/1,2023-03,0,0
Curaçao,CUW,AMRO,2023/4/1,2023-04,0,0
Curaçao,CUW,AMRO,2023/5/1,2023-05,0,0
Curaçao,CUW,AMRO,2023/6/1,2023-06,0,0
Curaçao,CUW,AMRO,2023/7/1,2023-07,0,0
Curaçao,CUW,AMRO,2023/8/1,2023-08,0,0
Curaçao,CUW,AMRO,2023/9/1,2023-09,0,0
Curaçao,CUW,AMRO,2023/10/1,2023-10,0,0
Curaçao,CUW,AMRO,2023/11/1,2023-11,0,0
Curaçao,CUW,AMRO,2023/12/1,2023-12,0,0
Curaçao,CUW,AMRO,2024/1/1,2024-01,0,0
Curaçao,CUW,AMRO,2024/2/1,2024-02,0,0
Curaçao,CUW,AMRO,2024/3/1,2024-03,0,0
Curaçao,CUW,AMRO,2024/4/1,2024-04,0,0
Curaçao,CUW,AMRO,2024/5/1,2024-05,0,0
Curaçao,CUW,AMRO,2024/6/1,2024-06,0,0
Curaçao,CUW,AMRO,2024/7/1,2024-07,0,0
Curaçao,CUW,AMRO,2024/8/1,2024-08,0,0
Curaçao,CUW,AMRO,2024/9/1,2024-09,0,0
Cyprus,CYP,EURO,2022/8/1,2022-08,5,0
Cyprus,CYP,EURO,2022/9/1,2022-09,0,0
Cyprus,CYP,EURO,2022/10/1,2022-10,0,0
Cyprus,CYP,EURO,2022/11/1,2022-11,0,0
Cyprus,CYP,EURO,2022/12/1,2022-12,0,0
Cyprus,CYP,EURO,2023/1/1,2023-01,0,0
Cyprus,CYP,EURO,2023/2/1,2023-02,0,0
Cyprus,CYP,EURO,2023/3/1,2023-03,0,0
Cyprus,CYP,EURO,2023/4/1,2023-04,0,0
Cyprus,CYP,EURO,2023/5/1,2023-05,0,0
Cyprus,CYP,EURO,2023/6/1,2023-06,0,0
Cyprus,CYP,EURO,2023/7/1,2023-07,0,0
Cyprus,CYP,EURO,2023/8/1,2023-08,0,0
Cyprus,CYP,EURO,2023/9/1,2023-09,0,0
Cyprus,CYP,EURO,2023/10/1,2023-10,0,0
Cyprus,CYP,EURO,2023/11/1,2023-11,0,0
Cyprus,CYP,EURO,2023/12/1,2023-12,0,0
Cyprus,CYP,EURO,2024/1/1,2024-01,0,0
Cyprus,CYP,EURO,2024/2/1,2024-02,0,0
Cyprus,CYP,EURO,2024/3/1,2024-03,0,0
Cyprus,CYP,EURO,2024/4/1,2024-04,0,0
Cyprus,CYP,EURO,2024/5/1,2024-05,0,0
Cyprus,CYP,EURO,2024/6/1,2024-06,0,0
Cyprus,CYP,EURO,2024/7/1,2024-07,0,0
Cyprus,CYP,EURO,2024/8/1,2024-08,0,0
Cyprus,CYP,EURO,2024/9/1,2024-09,0,0
Czechia,CZE,EURO,2022/5/1,2022-05,5,0
Czechia,CZE,EURO,2022/6/1,2022-06,3,0
Czechia,CZE,EURO,2022/7/1,2022-07,8,0
Czechia,CZE,EURO,2022/8/1,2022-08,32,0
Czechia,CZE,EURO,2022/9/1,2022-09,19,1
Czechia,CZE,EURO,2022/10/1,2022-10,3,0
Czechia,CZE,EURO,2022/11/1,2022-11,0,0
Czechia,CZE,EURO,2022/12/1,2022-12,1,0
Czechia,CZE,EURO,2023/1/1,2023-01,0,0
Czechia,CZE,EURO,2023/2/1,2023-02,0,0
Czechia,CZE,EURO,2023/3/1,2023-03,0,0
Czechia,CZE,EURO,2023/4/1,2023-04,0,0
Czechia,CZE,EURO,2023/5/1,2023-05,0,0
Czechia,CZE,EURO,2023/6/1,2023-06,0,0
Czechia,CZE,EURO,2023/7/1,2023-07,0,0
Czechia,CZE,EURO,2023/8/1,2023-08,0,0
Czechia,CZE,EURO,2023/9/1,2023-09,0,0
Czechia,CZE,EURO,2023/10/1,2023-10,0,0
Czechia,CZE,EURO,2023/11/1,2023-11,0,0
Czechia,CZE,EURO,2023/12/1,2023-12,0,0
Czechia,CZE,EURO,2024/1/1,2024-01,1,0
Czechia,CZE,EURO,2024/2/1,2024-02,6,0
Czechia,CZE,EURO,2024/3/1,2024-03,0,0
Czechia,CZE,EURO,2024/4/1,2024-04,3,0
Czechia,CZE,EURO,2024/5/1,2024-05,1,0
Czechia,CZE,EURO,2024/6/1,2024-06,0,0
Czechia,CZE,EURO,2024/7/1,2024-07,0,0
Czechia,CZE,EURO,2024/8/1,2024-08,3,0
Czechia,CZE,EURO,2024/9/1,2024-09,2,0
Côte d’Ivoire,CIV,AFRO,2024/6/1,2024-06,0,0
Côte d’Ivoire,CIV,AFRO,2024/7/1,2024-07,9,0
Côte d’Ivoire,CIV,AFRO,2024/8/1,2024-08,33,1
Côte d’Ivoire,CIV,AFRO,2024/9/1,2024-09,25,0
Democratic Republic of the Congo,COD,AFRO,2022/1/1,2022-01,0,0
Democratic Republic of the Congo,COD,AFRO,2022/2/1,2022-02,0,0
Democratic Republic of the Congo,COD,AFRO,2022/3/1,2022-03,0,0
Democratic Republic of the Congo,COD,AFRO,2022/4/1,2022-04,0,0
Democratic Republic of the Congo,COD,AFRO,2022/5/1,2022-05,10,0
Democratic Republic of the Congo,COD,AFRO,2022/6/1,2022-06,90,0
Democratic Republic of the Congo,COD,AFRO,2022/7/1,2022-07,0,0
Democratic Republic of the Congo,COD,AFRO,2022/8/1,2022-08,74,0
Democratic Republic of the Congo,COD,AFRO,2022/9/1,2022-09,26,0
Democratic Republic of the Congo,COD,AFRO,2022/10/1,2022-10,51,0
Democratic Republic of the Congo,COD,AFRO,2022/11/1,2022-11,21,0
Democratic Republic of the Congo,COD,AFRO,2022/12/1,2022-12,7,0
Democratic Republic of the Congo,COD,AFRO,2023/1/1,2023-01,98,0
Democratic Republic of the Congo,COD,AFRO,2023/2/1,2023-02,43,0
Democratic Republic of the Congo,COD,AFRO,2023/3/1,2023-03,31,0
Democratic Republic of the Congo,COD,AFRO,2023/4/1,2023-04,107,0
Democratic Republic of the Congo,COD,AFRO,2023/5/1,2023-05,85,2
Democratic Republic of the Congo,COD,AFRO,2023/6/1,2023-06,91,0
Democratic Republic of the Congo,COD,AFRO,2023/7/1,2023-07,100,0
Democratic Republic of the Congo,COD,AFRO,2023/8/1,2023-08,46,0
Democratic Republic of the Congo,COD,AFRO,2023/9/1,2023-09,31,0
Democratic Republic of the Congo,COD,AFRO,2023/10/1,2023-10,135,0
Democratic Republic of the Congo,COD,AFRO,2023/11/1,2023-11,125,0
Democratic Republic of the Congo,COD,AFRO,2023/12/1,2023-12,74,0
Democratic Republic of the Congo,COD,AFRO,2024/1/1,2024-01,204,1
Democratic Republic of the Congo,COD,AFRO,2024/2/1,2024-02,224,0
Democratic Republic of the Congo,COD,AFRO,2024/3/1,2024-03,276,1
Democratic Republic of the Congo,COD,AFRO,2024/4/1,2024-04,292,4
Democratic Republic of the Congo,COD,AFRO,2024/5/1,2024-05,712,5
Democratic Republic of the Congo,COD,AFRO,2024/6/1,2024-06,1160,9
Democratic Republic of the Congo,COD,AFRO,2024/7/1,2024-07,966,5
Democratic Republic of the Congo,COD,AFRO,2024/8/1,2024-08,1013,0
Democratic Republic of the Congo,COD,AFRO,2024/9/1,2024-09,1003,0
Denmark,DNK,EURO,2022/5/1,2022-05,2,0
Denmark,DNK,EURO,2022/6/1,2022-06,18,0
Denmark,DNK,EURO,2022/7/1,2022-07,61,0
Denmark,DNK,EURO,2022/8/1,2022-08,93,0
Denmark,DNK,EURO,2022/9/1,2022-09,11,0
Denmark,DNK,EURO,2022/10/1,2022-10,6,0
Denmark,DNK,EURO,2022/11/1,2022-11,0,0
Denmark,DNK,EURO,2022/12/1,2022-12,1,0
Denmark,DNK,EURO,2023/1/1,2023-01,4,0
Denmark,DNK,EURO,2023/2/1,2023-02,0,0
Denmark,DNK,EURO,2023/3/1,2023-03,0,0
Denmark,DNK,EURO,2023/4/1,2023-04,0,0
Denmark,DNK,EURO,2023/5/1,2023-05,0,0
Denmark,DNK,EURO,2023/6/1,2023-06,0,0
Denmark,DNK,EURO,2023/7/1,2023-07,0,0
Denmark,DNK,EURO,2023/8/1,2023-08,0,0
Denmark,DNK,EURO,2023/9/1,2023-09,2,0
Denmark,DNK,EURO,2023/10/1,2023-10,0,0
Denmark,DNK,EURO,2023/11/1,2023-11,0,0
Denmark,DNK,EURO,2023/12/1,2023-12,0,0
Denmark,DNK,EURO,2024/1/1,2024-01,0,0
Denmark,DNK,EURO,2024/2/1,2024-02,0,0
Denmark,DNK,EURO,2024/3/1,2024-03,0,0
Denmark,DNK,EURO,2024/4/1,2024-04,0,0
Denmark,DNK,EURO,2024/5/1,2024-05,0,0
Denmark,DNK,EURO,2024/6/1,2024-06,0,0
Denmark,DNK,EURO,2024/7/1,2024-07,5,0
Denmark,DNK,EURO,2024/8/1,2024-08,1,0
Denmark,DNK,EURO,2024/9/1,2024-09,5,0
Dominican Republic,DOM,AMRO,2022/6/1,2022-06,2,0
Dominican Republic,DOM,AMRO,2022/7/1,2022-07,6,0
Dominican Republic,DOM,AMRO,2022/8/1,2022-08,44,1
Dominican Republic,DOM,AMRO,2022/9/1,2022-09,16,0
Dominican Republic,DOM,AMRO,2022/10/1,2022-10,15,0
Dominican Republic,DOM,AMRO,2022/11/1,2022-11,2,0
Dominican Republic,DOM,AMRO,2022/12/1,2022-12,7,0
Dominican Republic,DOM,AMRO,2023/1/1,2023-01,6,0
Dominican Republic,DOM,AMRO,2023/2/1,2023-02,0,0
Dominican Republic,DOM,AMRO,2023/3/1,2023-03,4,0
Dominican Republic,DOM,AMRO,2023/4/1,2023-04,0,0
Dominican Republic,DOM,AMRO,2023/5/1,2023-05,0,0
Dominican Republic,DOM,AMRO,2023/6/1,2023-06,0,0
Dominican Republic,DOM,AMRO,2023/7/1,2023-07,0,0
Dominican Republic,DOM,AMRO,2023/8/1,2023-08,0,0
Dominican Republic,DOM,AMRO,2023/9/1,2023-09,0,0
Dominican Republic,DOM,AMRO,2023/10/1,2023-10,0,0
Dominican Republic,DOM,AMRO,2023/11/1,2023-11,0,0
Dominican Republic,DOM,AMRO,2023/12/1,2023-12,0,0
Dominican Republic,DOM,AMRO,2024/1/1,2024-01,0,0
Dominican Republic,DOM,AMRO,2024/2/1,2024-02,4,0
Dominican Republic,DOM,AMRO,2024/3/1,2024-03,2,0
Dominican Republic,DOM,AMRO,2024/4/1,2024-04,2,0
Dominican Republic,DOM,AMRO,2024/5/1,2024-05,0,0
Dominican Republic,DOM,AMRO,2024/6/1,2024-06,0,0
Dominican Republic,DOM,AMRO,2024/7/1,2024-07,0,0
Dominican Republic,DOM,AMRO,2024/8/1,2024-08,0,0
Dominican Republic,DOM,AMRO,2024/9/1,2024-09,0,0
Ecuador,ECU,AMRO,2022/6/1,2022-06,1,0
Ecuador,ECU,AMRO,2022/7/1,2022-07,13,1
Ecuador,ECU,AMRO,2022/8/1,2022-08,64,0
Ecuador,ECU,AMRO,2022/9/1,2022-09,109,1
Ecuador,ECU,AMRO,2022/10/1,2022-10,136,0
Ecuador,ECU,AMRO,2022/11/1,2022-11,103,0
Ecuador,ECU,AMRO,2022/12/1,2022-12,40,0
Ecuador,ECU,AMRO,2023/1/1,2023-01,59,0
Ecuador,ECU,AMRO,2023/2/1,2023-02,23,0
Ecuador,ECU,AMRO,2023/3/1,2023-03,6,0
Ecuador,ECU,AMRO,2023/4/1,2023-04,5,0
Ecuador,ECU,AMRO,2023/5/1,2023-05,6,0
Ecuador,ECU,AMRO,2023/6/1,2023-06,16,1
Ecuador,ECU,AMRO,2023/7/1,2023-07,3,0
Ecuador,ECU,AMRO,2023/8/1,2023-08,0,0
Ecuador,ECU,AMRO,2023/9/1,2023-09,0,0
Ecuador,ECU,AMRO,2023/10/1,2023-10,2,0
Ecuador,ECU,AMRO,2023/11/1,2023-11,1,0
Ecuador,ECU,AMRO,2023/12/1,2023-12,11,0
Ecuador,ECU,AMRO,2024/1/1,2024-01,0,0
Ecuador,ECU,AMRO,2024/2/1,2024-02,1,0
Ecuador,ECU,AMRO,2024/3/1,2024-03,1,0
Ecuador,ECU,AMRO,2024/4/1,2024-04,1,0
Ecuador,ECU,AMRO,2024/5/1,2024-05,1,0
Ecuador,ECU,AMRO,2024/6/1,2024-06,0,0
Ecuador,ECU,AMRO,2024/7/1,2024-07,1,0
Ecuador,ECU,AMRO,2024/8/1,2024-08,2,0
Ecuador,ECU,AMRO,2024/9/1,2024-09,0,0
Egypt,EGY,EMRO,2022/9/1,2022-09,1,0
Egypt,EGY,EMRO,2022/12/1,2022-12,2,0
El Salvador,SLV,AMRO,2022/8/1,2022-08,1,0
El Salvador,SLV,AMRO,2022/9/1,2022-09,6,0
El Salvador,SLV,AMRO,2022/10/1,2022-10,6,0
El Salvador,SLV,AMRO,2022/11/1,2022-11,8,0
El Salvador,SLV,AMRO,2022/12/1,2022-12,48,0
El Salvador,SLV,AMRO,2023/1/1,2023-01,19,0
El Salvador,SLV,AMRO,2023/2/1,2023-02,10,0
El Salvador,SLV,AMRO,2023/3/1,2023-03,0,0
El Salvador,SLV,AMRO,2023/4/1,2023-04,6,0
El Salvador,SLV,AMRO,2023/5/1,2023-05,0,0
El Salvador,SLV,AMRO,2023/6/1,2023-06,0,0
